frame.number,frame.time,frame.len,eth.src,eth.dst,ip.src,ip.dst,ip.proto,ip.len,tcp.len,tcp.srcport,tcp.dstport,Value,normality,ExtractedIPSrc,ExtractedIPDst,ExtractedEthSrc,ExtractedEthDst,ExtractedErrorMessage
1412,123740236328069,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60798.0,-99.0,0,,,,,
1422,123740252784136,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49625.0,-99.0,0,,,,,
1431,123740276711451,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63118.0,-99.0,0,,,,,
1441,123740371672729,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50103.0,-99.0,0,,,,,
1450,123740484850166,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62673.0,-99.0,0,,,,,
1462,123740620595566,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57254.0,-99.0,0,,,,,
1471,123740707465017,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61505.0,-99.0,0,,,,,
1482,123740816729533,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53128.0,-99.0,0,,,,,
1491,123740933001794,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62100.0,-99.0,0,,,,,
1501,123741044975961,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58117.0,-99.0,0,,,,,
1510,123741154367627,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51962.0,-99.0,0,,,,,
1519,123741270139193,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57030.0,-99.0,0,,,,,
1529,123741381418290,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51232.0,-99.0,0,,,,,
1530,123741600306784,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51232.0,-99.0,0,,,,,
1542,123741613890614,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,62512.0,-99.0,0,,,,,
1553,123741638002213,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51183.0,-99.0,0,,,,,
1562,123741727877249,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56737.0,-99.0,0,,,,,
1574,123741842152325,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55020.0,-99.0,0,,,,,
1586,123742054240555,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,65342.0,-99.0,0,,,,,
1595,123742076426521,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56242.0,-99.0,0,,,,,
1604,123742178380550,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64566.0,-99.0,0,,,,,
1612,123742289707626,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59111.0,-99.0,0,,,,,
1623,123742403849682,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60721.0,-99.0,0,,,,,
1634,123742523530277,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63057.0,-99.0,0,,,,,
1643,123742629344252,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50022.0,-99.0,0,,,,,
1652,123742739556300,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52012.0,-99.0,0,,,,,
1663,123742853748007,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52913.0,-99.0,0,,,,,
1675,123742965569711,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57703.0,-99.0,0,,,,,
1684,123743079344098,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56384.0,-99.0,0,,,,,
1693,123743190561570,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52982.0,-99.0,0,,,,,
1702,123743302219134,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50058.0,-99.0,0,,,,,
1711,123743414637149,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,64287.0,-99.0,0,,,,,
1723,123743528541126,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50600.0,-99.0,0,,,,,
1732,123743641589684,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55216.0,-99.0,0,,,,,
1741,123743753042948,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61217.0,-99.0,0,,,,,
1752,123743866728070,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60759.0,-99.0,0,,,,,
1761,123743978939403,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57925.0,-99.0,0,,,,,
1771,123744088116495,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59124.0,-99.0,0,,,,,
1780,123744198897814,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50043.0,-99.0,0,,,,,
1789,123744312204153,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,59102.0,-99.0,0,,,,,
1798,123744474213100,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,60100.0,-99.0,0,,,,,
1809,123744538702045,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61544.0,-99.0,0,,,,,
1819,123744651207389,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55034.0,-99.0,0,,,,,
1830,123744766764295,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63283.0,-99.0,0,,,,,
1839,123744879240667,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,61245.0,-99.0,0,,,,,
1848,123744989357615,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,58239.0,-99.0,0,,,,,
1857,123745101923389,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50491.0,-99.0,0,,,,,
1867,123745213440959,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50810.0,-99.0,0,,,,,
1877,123745324903571,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,51742.0,-99.0,0,,,,,
1886,123745436070857,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,56764.0,-99.0,0,,,,,
1897,123745552237029,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,57825.0,-99.0,0,,,,,
1906,123745663060177,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,50147.0,-99.0,0,,,,,
1918,123745788780238,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,49359.0,-99.0,0,,,,,
1927,123745886795280,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52129.0,-99.0,0,,,,,
1937,123746003362227,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,52096.0,-99.0,0,,,,,
1948,123746142694172,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,53996.0,-99.0,0,,,,,
1957,123746233237006,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,55444.0,-99.0,0,,,,,
1968,123746337307428,288,167275820076079,87971959760497,1921680121,192168035,6.0,274.0,234.0,80.0,63483.0,-99.0,0,,,,,
